Referencia,Titular,NIF/CIF,Domicilio social,Localidad,Provincia,C. Postal,F. Concesion,F. Caducidad,Susceptible cesion,Susceptible mutualizacion,Obtenido por transferencia
LELE-2000291,"RETEVISION I, S.A.U.",A62275680,"CALLE JUAN ESPLANDIÚ, 11.",MADRID,MADRID,28007,11/11/2020,31/12/2025,true,,
LELE-2000344,"RETEVISION I, S.A.U.",A62275680,"CALLE JUAN ESPLANDIU, 11.",MADRID,MADRID,28007,17/11/2020,31/12/2025,true,,
LELE-2000362,ORANGE ESPAGNE S.A.U,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARCÓN,MADRID,28223,27/11/2020,31/12/2025,,,
LELE-2000365,ORANGE ESPAGNE S.A.U,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARCÓN,MADRID,28223,02/12/2020,31/12/2025,,,
LELE-2000411,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,21/12/2020,31/12/2025,,,
...,21,22,23,24,25,26,27,28,29,30,...
LELE-2000415,ORANGE ESPAGNE S.A.U,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARCÓN,MADRID,28223,28/12/2020,31/12/2025,,,
LELE-2000417,ORANGE ESPAGNE S.A.U,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARCÓN,MADRID,28223,28/12/2020,31/12/2025,,,
LELE-2100008,"RETEVISION I, S.A.U.",A62275680,"CALLE JUAN ESPLANDIÚ, 11.",MADRID,MADRID,28007,02/03/2021,31/12/2026,true,,
LELE-2100240,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,06/07/2021,31/12/2026,,,
LELE-2100549,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,11/11/2021,31/12/2026,,,
LELE-2100572,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,16/11/2021,31/12/2026,,,
LELE-2200178,"ORANGE ESPAGNE, S.A.U.",A82009812,"PS CLUB DEPORTIVO, 1",MADRID,MADRID,28223,25/04/2022,31/12/2027,,,
LELE-2200179,"ORANGE ESPAGNE, S.A.U.",A82009812,"PS CLUB DEPORTIVO, 1",MADRID,MADRID,28223,25/04/2022,31/12/2027,,,
LELE-2200221,"ORANGE ESPAGNE, S.A.U.",A82009812,"PS CLUB DEPORTIVO, 1",MADRID,MADRID,28223,04/05/2022,31/12/2027,,,
LELE-2200222,"ORANGE ESPAGNE, S.A.U.",A82009812,"PS CLUB DEPORTIVO, 1",MADRID,MADRID,28223,27/04/2022,31/12/2027,,,
...,21,22,23,24,25,26,27,28,29,30,...
LELE-2200223,"ORANGE ESPAGNE, S.A.U.",A82009812,"PS CLUB DEPORTIVO, 1",MADRID,MADRID,28223,27/04/2022,31/12/2027,,,
LELE-2200224,"ORANGE ESPAGNE, S.A.U.",A82009812,"PS CLUB DEPORTIVO, 1",MADRID,MADRID,28223,27/04/2022,31/12/2027,,,
LELE-2200225,"ORANGE ESPAGNE, S.A.U.",A82009812,"PS CLUB DEPORTIVO, 1",MADRID,MADRID,28223,04/05/2022,31/12/2027,,,
LELE-2200226,"ORANGE ESPAGNE, S.A.U.",A82009812,"PS CLUB DEPORTIVO, 1",MADRID,MADRID,28223,04/05/2022,31/12/2027,,,
LELE-2200227,"ORANGE ESPAGNE, S.A.U.",A82009812,"PS CLUB DEPORTIVO, 1",MADRID,MADRID,28223,06/05/2022,31/12/2027,,,
LELE-2200228,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO CLUB DEPORTIVO, 1.",MADRID,MADRID,28021,04/05/2022,31/12/2027,,,
LELE-2200349,"ORANGE ESPAGNE, S.A.U.",A82009812,"PS CLUB DEPORTIVO, 1",MADRID,MADRID,28223,21/06/2022,31/12/2027,,,
LELE-2200350,"ORANGE ESPAGNE, S.A.U.",A82009812,"PS CLUB DEPORTIVO, 1",MADRID,MADRID,28223,21/06/2022,31/12/2027,,,
LEZZ-1200309,JUNTA DE CASTILLA Y LEON,S4711001J,"CL RIGOBERTO CORTEJOSO, 14",VALLADOLID,VALLADOLID,47014,18/12/2012,31/12/2022,true,,
M AV-0100385,VODAFONE ESPAÑA SA,A80907397,"AVDA AMERICA, 115.",MADRID,MADRID,28042,10/04/2002,31/12/2022,true,,
...,21,22,23,24,25,26,27,28,29,30,...
M AV-9800789,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,31/01/2000,31/12/2025,true,,
M BU-0300193,"RETEVISION I, S.A.",A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,08040,19/06/2003,31/12/2023,,,
M SA-0100024,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,27/05/2002,31/12/2022,true,,
M SA-0400342,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,23/09/2005,31/12/2025,true,,
M SA-0400343,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,23/09/2005,31/12/2025,true,,
M SA-9800887,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,15/02/2001,31/12/2026,true,,
M SG-9800787,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,14/02/2001,31/12/2026,true,,
M SO-9800888,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,06/02/2001,31/12/2026,true,,
M SO-9958018,MARQUES BIDCO SL,B88419569,"CL PEDRO TEIXEIRA, 8. 6º",MADRID,MADRID,28020,01/03/2001,31/12/2026,true,,Detalle
M VA-0000987,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,26/03/2001,31/12/2026,true,,
...,21,22,23,24,25,26,27,28,29,30,...
ORZZ-2100080,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,06/04/2021,31/12/2026,,,
P P -1100120,JUNTA DE CASTILLA Y LEON,S4711001J,"CL RIGOBERTO CORTEJOSO, 14",VALLADOLID,VALLADOLID,47014,02/11/2011,31/12/2026,true,,
P P -1100202,RETEVISION I SA,A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,08040,08/03/2012,31/12/2022,true,,
P P -1200085,JUNTA DE CASTILLA Y LEON,S4711001J,"CL RIGOBERTO CORTEJOSO, 14",VALLADOLID,VALLADOLID,47014,30/08/2012,31/12/2022,true,,
P P -1200088,JUNTA DE CASTILLA Y LEON,S4711001J,"CL RIGOBERTO CORTEJOSO, 14",VALLADOLID,VALLADOLID,47014,30/08/2012,31/12/2022,true,,
P P -1200114,RETEVISION I SA,A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,08040,23/11/2012,31/12/2022,true,,
P P -1200115,RETEVISION I SA,A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,08040,14/11/2012,31/12/2022,true,,
P P -1200132,JUNTA DE CASTILLA Y LEON,S4711001J,"CL RIGOBERTO CORTEJOSO, 14",VALLADOLID,VALLADOLID,47014,14/11/2012,31/12/2022,true,,
P P -1200133,JUNTA DE CASTILLA Y LEON,S4711001J,"CL RIGOBERTO CORTEJOSO, 14",VALLADOLID,VALLADOLID,47014,14/11/2012,31/12/2022,true,,
P P -1200134,JUNTA DE CASTILLA Y LEON,S4711001J,"CL RIGOBERTO CORTEJOSO, 14",VALLADOLID,VALLADOLID,47014,14/11/2012,31/12/2022,true,,
...,21,22,23,24,25,26,27,28,29,30,...
P P -1300016,XFERA MOVILES SA,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,03/05/2013,31/12/2023,true,,
P P -1300037,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,07/01/2014,31/12/2024,true,,
P P -1600101,"RETEVISION I, SAU",A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,08040,17/06/2016,31/12/2026,true,,
P P -1700030,RETEVISION I SA,A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,08040,29/05/2017,31/12/2022,true,,
P P -1900190,ORANGE ESPAÑA SA,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARCÓN,MADRID,28223,19/11/2019,31/12/2024,,,
P P -1900198,ORANGE ESPAÑA SA,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARCÓN,MADRID,28223,16/03/2020,31/12/2025,,,
P P -1900199,ORANGE ESPAÑA SA,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARCÓN,MADRID,28223,16/03/2020,31/12/2025,,,
P P -2000003,"XFERA MOVILES, S.A.U.",A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,18/05/2020,31/12/2025,true,,
P P -2000008,ORANGE ESPAÑA SA,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARCÓN,MADRID,28223,08/06/2020,31/12/2025,,,
P P -2000013,ORANGE ESPAÑA SA,A82009812,"PS CLUB DEPORTIVO 1. PARQUE EMPRESARIAL LA FINCA, 5. 0º",MADRID,MADRID,28223,12/06/2020,31/12/2025,,,
...,21,22,23,24,25,26,27,28,29,30,...
P P -2000061,ORANGE ESPAÑA SA,A82009812,"PS CLUB DEPORTIVO, 1",POZUELO DE ALARCÓN,MADRID,28223,29/07/2020,31/12/2025,,,
P P -2000081,ORANGE ESPAÑA SA,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARCÓN,MADRID,28223,01/09/2020,31/12/2025,,,
P P -2000133,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,15/09/2020,31/12/2025,true,,
P P -2000134,"ORANGE ESPAGNE, S.A.U.",A82009812,"PS CLUB DEPORTIVO, 1",MADRID,MADRID,28223,21/09/2020,31/12/2025,,,
P P -2000145,ORANGE ESPAÑA SA,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARCÓN,MADRID,28223,22/10/2020,31/12/2025,,,
P P -2000196,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,28/12/2020,31/12/2025,true,,
P P -2000202,ORANGE ESPAGNE S.A.U,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARCÓN,MADRID,28223,28/12/2020,31/12/2025,,,
P P -2100049,"ORANGE ESPAGNE, S.A.U.",A82009812,"CALLE PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,30/03/2021,31/12/2026,,,
P P -2100050,"ORANGE ESPAGNE, S.A.U.",A82009812,"CALLE PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,30/03/2021,31/12/2026,,,
P P -2100184,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,14/10/2021,31/12/2026,,,
...,21,22,23,24,25,26,27,28,29,30,...
P P -2100242,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,24/11/2021,31/12/2026,,,
P ZZ-1200092,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,17/10/2012,31/12/2022,true,,
P ZZ-1600038,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,10/03/2016,31/12/2026,true,,
P ZZ-1600226,JUNTA DE CASTILLA Y LEON,S4711001J,"CL RIGOBERTO CORTEJOSO, 14",VALLADOLID,VALLADOLID,47014,27/01/2017,31/12/2022,true,,
P ZZ-1800086,"RETEVISION I, SAU",A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,08040,02/07/2018,31/12/2023,true,,
P ZZ-2100013,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,23/02/2021,31/12/2026,true,,
SASA-0700028,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,25/05/2007,31/12/2022,true,,
SASA-1100153,JUNTA DE CASTILLA Y LEON,S4711001J,"CL RIGOBERTO CORTEJOSO, 14",VALLADOLID,VALLADOLID,47014,06/03/2012,31/12/2022,true,,
SASA-1100161,"RETEVISION I, S.A.",A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,08040,24/11/2011,31/12/2026,true,,
SASA-1200507,JUNTA DE CASTILLA Y LEON,S4711001J,"CL RIGOBERTO CORTEJOSO, 14",VALLADOLID,VALLADOLID,47014,22/08/2012,31/12/2022,true,,
...,21,22,23,24,25,26,27,28,29,30,...
SASA-1200562,JUNTA DE CASTILLA Y LEON,S4711001J,"CL RIGOBERTO CORTEJOSO, 14",VALLADOLID,VALLADOLID,47014,22/08/2012,31/12/2022,true,,
SASA-1200563,JUNTA DE CASTILLA Y LEON,S4711001J,"CL RIGOBERTO CORTEJOSO, 14",VALLADOLID,VALLADOLID,47014,17/08/2012,31/12/2022,true,,
SASA-1200651,XFERA MOVILES SA,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,30/08/2012,31/12/2022,true,,
SASA-1200783,JUNTA DE CASTILLA Y LEON,S4711001J,"CL RIGOBERTO CORTEJOSO, 14",VALLADOLID,VALLADOLID,47014,29/10/2012,31/12/2022,true,,
SASA-1200784,"RETEVISION I, S.A.",A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,08040,31/10/2012,31/12/2022,true,,
SASA-1200801,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,07/02/2013,31/12/2023,true,,
SASA-1300020,XFERA MOVILES SA,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,08/03/2013,31/12/2023,true,,
SASA-1300243,XFERA MOVILES SA,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,23/10/2013,31/12/2023,true,,
SASA-1300303,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,31/01/2014,31/12/2024,true,,
SASA-1300326,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,20/05/2014,31/12/2024,true,,
...,21,22,23,24,25,26,27,28,29,30,...
SASA-1400210,XFERA MOVILES SA,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,28/10/2014,31/12/2024,true,,
SASA-1500032,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,02/03/2015,31/12/2025,true,,
SASA-1700034,"RETEVISION I, SAU",A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,08040,11/04/2017,31/12/2022,true,,
SASA-1700230,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,02/11/2017,31/12/2022,true,,
SASA-1800232,"RETEVISION I, SAU",A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,08040,13/07/2018,31/12/2023,true,,
SASA-1900071,ORANGE ESPAGNE SA,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARCÓN,MADRID,28223,28/03/2019,31/12/2024,,,
SASA-1900072,ORANGE ESPAGNE SA,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARCÓN,MADRID,28223,02/04/2019,31/12/2024,,,
SASA-1900102,ORANGE ESPAGNE SA,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARCÓN,MADRID,28223,16/04/2019,31/12/2024,,,
SASA-1900293,ORANGE ESPAGNE SA,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARCÓN,MADRID,28223,06/09/2019,31/12/2024,,,
SASA-1900294,ORANGE ESPAGNE SA,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARCÓN,MADRID,28223,06/09/2019,31/12/2024,,,
...,31,32,33,34,35,36,37,38,39,40,...
SASA-1900303,ORANGE ESPAÑA SA,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARCÓN,MADRID,28223,14/09/2019,31/12/2024,,,
SASA-1900326,ORANGE ESPAGNE SA,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARCÓN,MADRID,28223,27/09/2019,31/12/2024,,,
SASA-1900327,ORANGE ESPAÑA SA,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARCÓN,MADRID,28223,27/09/2019,31/12/2024,,,
SASA-1900343,ORANGE ESPAÑA SA,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARCÓN,MADRID,28223,27/09/2019,31/12/2024,,,
SASA-1900344,ORANGE ESPAÑA SA,A82009812,"PS CLUB DEPORTIVO 1. PARQUE EMPRESARIAL LA FINCA, 5. 0º",MADRID,MADRID,28223,27/09/2019,31/12/2024,,,
SASA-1900354,ORANGE ESPAÑA SA,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARCÓN,MADRID,28223,16/10/2019,31/12/2024,,,
SASA-1900355,ORANGE ESPAÑA SA,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARCÓN,MADRID,28223,16/10/2019,31/12/2024,,,
SASA-1900356,ORANGE ESPAÑA SA,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARCÓN,MADRID,28223,24/10/2019,31/12/2024,,,
SASA-1900377,ORANGE ESPAÑA SA,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARCÓN,MADRID,28223,29/10/2019,31/12/2024,,,
SASA-1900383,ORANGE ESPAÑA SA,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARCÓN,MADRID,28223,24/10/2019,31/12/2024,,,
...,31,32,33,34,35,36,37,38,39,40,...
SASA-1900417,ORANGE ESPAÑA SA,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARCÓN,MADRID,28223,24/10/2019,31/12/2024,,,
SASA-1900424,XFERA MOVILES SA,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,18/11/2019,31/12/2024,,,
SASA-1900448,ORANGE ESPAÑA SA,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARCÓN,MADRID,28223,29/11/2019,31/12/2024,,,
SASA-1900449,ORANGE ESPAÑA SA,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARCÓN,MADRID,28223,03/12/2019,31/12/2024,,,
SASA-1900454,ORANGE ESPAÑA SA,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARCÓN,MADRID,28223,03/12/2019,31/12/2024,,,
SASA-1900455,ORANGE ESPAÑA SA,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARCÓN,MADRID,28223,11/12/2019,31/12/2024,,,
SASA-1900456,ORANGE ESPAÑA SA,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARCÓN,MADRID,28223,03/12/2019,31/12/2024,,,
SASA-1900472,ORANGE ESPAÑA SA,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARCÓN,MADRID,28223,03/12/2019,31/12/2024,,,
SASA-1900473,ORANGE ESPAÑA SA,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARCÓN,MADRID,28223,03/12/2019,31/12/2024,,,
SASA-1900490,ORANGE ESPAÑA SA,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARCÓN,MADRID,28223,03/12/2019,31/12/2024,,,
...,31,32,33,34,35,36,37,38,39,40,...
SASA-1900498,ORANGE ESPAÑA SA,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARCÓN,MADRID,28223,03/12/2019,31/12/2024,,,
SASA-1900499,ORANGE ESPAÑA SA,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARCÓN,MADRID,28223,03/12/2019,31/12/2024,,,
SASA-1900510,ORANGE ESPAÑA SA,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARCÓN,MADRID,28223,20/03/2020,31/12/2025,,,
SASA-1900513,ORANGE ESPAÑA SA,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARCÓN,MADRID,28223,20/03/2020,31/12/2025,,,
SASA-1900514,ORANGE ESPAÑA SA,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARCÓN,MADRID,28223,20/03/2020,31/12/2025,,,
SASA-2000005,ORANGE ESPAÑA SA,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARCÓN,MADRID,28223,20/03/2020,31/12/2025,,,
SASA-2000006,XFERA MOVILES SA,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,30/04/2020,31/12/2025,true,,
SASA-2000007,ORANGE ESPAÑA SA,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARCÓN,MADRID,28223,20/03/2020,31/12/2025,,,
SASA-2000043,ORANGE ESPAÑA SA,A82009812,"PS CLUB DEPORTIVO 1. PARQUE EMPRESARIAL LA FINCA, 5. 0º",MADRID,MADRID,28223,15/06/2020,31/12/2025,,,
SASA-2000044,ORANGE ESPAÑA SA,A82009812,"PS CLUB DEPORTIVO 1. PARQUE EMPRESARIAL LA FINCA, 5. 0º",MADRID,MADRID,28223,16/06/2020,31/12/2025,,,
...,31,32,33,34,35,36,37,38,39,40,...
SASA-2000045,ORANGE ESPAÑA SA,A82009812,"PS CLUB DEPORTIVO 1. PARQUE EMPRESARIAL LA FINCA, 5. 0º",MADRID,MADRID,28223,16/06/2020,31/12/2025,,,
SASA-2000046,ORANGE ESPAÑA SA,A82009812,"PS CLUB DEPORTIVO 1. PARQUE EMPRESARIAL LA FINCA, 5. 0º",MADRID,MADRID,28223,16/06/2020,31/12/2025,,,
SASA-2000169,ORANGE ESPAÑA SA,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARCÓN,MADRID,28223,24/07/2020,31/12/2025,,,
SASA-2000285,"RETEVISION I, S.A.U.",A62275680,"CALLE JUAN ESPLANDIU, 11.",MADRID,MADRID,28007,06/10/2020,31/12/2025,true,,
SASA-2000322,XFERA MOVILES SA,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,09/10/2020,31/12/2025,true,,
SASA-2000323,ORANGE ESPAÑA SA,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARCÓN,MADRID,28223,23/10/2020,31/12/2025,,,
SASA-2000407,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,12/01/2021,31/12/2026,true,,
SASA-2100035,"RETEVISION I, S.A.U.",A62275680,"CALLE JUAN ESPLANDIÚ, 11.",MADRID,MADRID,28007,05/04/2021,31/12/2026,true,,
SASA-2100048,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,06/04/2021,31/12/2026,true,,
SASA-2100233,"RETEVISION I, S.A.U.",A62275680,"CALLE JUAN ESPLANDIÚ, 11.",MADRID,MADRID,28007,12/07/2021,31/12/2026,true,,
...,31,32,33,34,35,36,37,38,39,40,...
SASA-2100329,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,02/09/2021,31/12/2026,true,,
SASA-2100379,"RETEVISION I, S.A.U.",A62275680,"CALLE JUAN ESPLANDIÚ, 11.",MADRID,MADRID,28007,27/10/2021,31/12/2026,true,,
SASA-2100405,"RETEVISION I, S.A.U.",A62275680,"CALLE JUAN ESPLANDIÚ, 11.",MADRID,MADRID,28007,04/01/2022,31/12/2027,true,,
SASA-2100406,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,16/12/2021,31/12/2026,,,
SGSG-1100106,XFERA MOVILES SA,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,11/11/2011,31/12/2026,true,,
SGSG-1100109,"RETEVISION I, S.A.",A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,08040,06/03/2012,31/12/2022,true,,
SGSG-1200031,JUNTA DE CASTILLA Y LEON,S4711001J,"CL RIGOBERTO CORTEJOSO, 14",VALLADOLID,VALLADOLID,47014,30/08/2012,31/12/2022,true,,
SGSG-1200056,JUNTA DE CASTILLA Y LEON,S4711001J,"CL RIGOBERTO CORTEJOSO, 14",VALLADOLID,VALLADOLID,47014,31/10/2012,31/12/2022,true,,
SGSG-1200058,JUNTA DE CASTILLA Y LEON,S4711001J,"CL RIGOBERTO CORTEJOSO, 14",VALLADOLID,VALLADOLID,47014,14/11/2012,31/12/2022,true,,
SGSG-1300135,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,07/01/2014,31/12/2024,true,,
...,31,32,33,34,35,36,37,38,39,40,...
SGSG-1300139,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,24/01/2014,31/12/2024,true,,
